,Application ID,Application Status,Property Type,Property Sub Type,OnSite Sanitation Type,Door Number,Street Name,City,Pincode,Locality,District,State,Slum Name,Application Source,Desludging Entity,Longitude,Latitude,Geo Location Provided,Desludging Vehicle Number,Vehicle Type,Vehicle Capacity,Waste Collected,Waste Dumped,Vehicle In DateTime,Vehicle  Out DateTime,Fstp Plant Name,Payment Amount,Payment Status,Payment Source,Payment Instrument Type,Application Submitted Time,Pending payment Submitted Time,Assigned DSO Submitted Time,DSO Rejected Submitted Time,DSO Inprogress Submitted Time,Pending DSO Approval Submitted Time,Rejected Date Time,Cancelled Date Time,Citizen feedback Submitted Date Time,Application Completed Time,Rating,Scheduled Time,Waiting for disposalTime,Disposed Time,SLA Planned (In Days),SLA achieved
759,107-FSM-2021-04-14-000540,Completed Request,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,Y.S.R Cleaners,74,31,Yes,TS 09 PA 2584,Bolero Pickup,5000,5000,5000,01/01/1970 05:30:00,20/04/2021 09:21:00,Amritsar FSTP,3200,New,Counter,CASH,14/04/2021 13:09:09,14/04/2021 15:16:58,14/04/2021 15:18:24,N/A,14/04/2021 15:21:40,14/04/2021 15:19:31,N/A,N/A,14/04/2021 15:22:20,14/04/2021 18:01:28,4,,,,2,0.0
760,107-FSM-2021-04-12-000523,Pending for DSO Assignment,Residential,Apartment,N/A,786/09,Sarang Nagar N,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,74,31,Yes,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,New,Counter,CASH,12/04/2021 10:30:16,12/04/2021 10:31:01,14/04/2021 16:06:30,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
761,107-FSM-2021-04-11-000519,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143003,Back Side 66 KVA Grid Patiala Road - Area2,Amritsar,Punjab,,Online,N/A,74,31,Yes,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,New,Counter,CASH,11/04/2021 23:37:50,12/04/2021 10:24:32,14/04/2021 16:07:47,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
762,107-FSM-2021-04-07-000455,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,,Ajit Nagar - Area1,Amritsar,Punjab,,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,New,Counter,CASH,07/04/2021 17:41:05,07/04/2021 17:41:05,14/04/2021 16:08:07,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
763,107-FSM-2021-04-07-000454,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,New,Counter,CASH,07/04/2021 17:32:20,07/04/2021 17:33:49,14/04/2021 16:08:22,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
764,107-FSM-2021-04-08-000487,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,,Ajit Nagar - Area1,Amritsar,Punjab,,Counter,N/A,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,3000,New,Counter,CASH,08/04/2021 20:46:05,08/04/2021 20:46:05,14/04/2021 16:08:40,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
765,107-FSM-2021-04-15-000553,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,74,31,Yes,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,15/04/2021 14:08:38,15/04/2021 14:09:48,15/04/2021 14:13:18,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
766,107-FSM-2021-04-15-000561,Pending for DSO Assignment,Residential,Apartment,N/A,123/9,Sarang Nagar P,Amritsar,143003,Back Side 66 KVA Grid Patiala Road - Area2,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,15/04/2021 17:10:12,15/04/2021 17:11:11,15/04/2021 17:30:33,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
767,107-FSM-2021-04-16-000568,Pending for payment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,74,31,Yes,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,16/04/2021 10:02:25,16/04/2021 10:22:14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
768,107-FSM-2021-04-16-000569,Pending for payment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,74,31,Yes,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,16/04/2021 11:08:16,16/04/2021 11:09:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
769,107-FSM-2021-04-16-000570,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,74,31,Yes,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,16/04/2021 11:51:54,16/04/2021 11:52:56,16/04/2021 11:57:10,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
770,107-FSM-2021-04-15-000567,Pending for DSO Assignment,Residential,Apartment,Conventional Spectic tank,202,Peninsula corporate park,Amritsar,143004,Back Side Civil Courts Colony - Area1,Amritsar,Punjab,Haridakhandi Bada Sahi,Counter,N/A,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,1500,Deposited,Online,ONLINE,15/04/2021 18:26:43,15/04/2021 18:26:43,16/04/2021 15:17:58,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
771,107-FSM-2021-04-19-000571,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,74,31,Yes,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,19/04/2021 10:03:17,19/04/2021 10:05:11,19/04/2021 11:30:54,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
772,1013-FSM-2021-06-24-003295,DSO Inprogress,Residential,Independent house,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Sparkle co,,,No,PB 09 PA 2402,TATA 407,1000,0,0,N/A,N/A,Amritsar FSTP,930,New,Counter,CASH,24/06/2021 02:58:37,24/06/2021 02:58:37,24/06/2021 02:58:40,N/A,24/06/2021 02:58:46,24/06/2021 02:58:44,N/A,N/A,N/A,,,,,,2,N/A
773,107-FSM-2021-04-19-000575,Pending for DSO Assignment,Residential,Apartment,Conventional Spectic tank,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,Deposited,Online,ONLINE,19/04/2021 18:08:31,19/04/2021 18:08:31,19/04/2021 18:10:58,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
774,107-FSM-2021-04-20-000593,Citizen feedback pending,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,Y.S.R Cleaners,,,No,TS 09 PA 2584,Bolero Pickup,5000,5000,5000,01/01/1970 05:30:00,20/04/2021 12:00:00,Amritsar FSTP,3200,New,Counter,CASH,20/04/2021 08:43:11,20/04/2021 08:44:26,20/04/2021 09:04:27,N/A,20/04/2021 09:16:09,20/04/2021 09:10:15,N/A,N/A,20/04/2021 09:22:15,,,,,,2,N/A
775,107-FSM-2021-04-20-000594,DSO Inprogress,Residential,Apartment,N/A,N/A,N/A,Amritsar,,Ajit Nagar - Area1,Amritsar,Punjab,,Online,Y.S.R Cleaners,,,No,TS 09 PA 2584,Bolero Pickup,5000,0,0,N/A,N/A,Amritsar FSTP,3200,New,Counter,CASH,20/04/2021 09:56:52,20/04/2021 09:57:49,20/04/2021 10:04:55,N/A,20/04/2021 10:11:03,20/04/2021 10:08:12,N/A,N/A,N/A,,,,,,2,N/A
776,107-FSM-2021-04-20-000597,Citizen feedback pending,Residential,Apartment,Conventional Spectic tank,111,M G road,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Counter,Y.S.R Cleaners,,,No,TS 09 PA 2584,Bolero Pickup,5000,5000,5000,01/01/1970 05:30:00,20/04/2021 12:09:00,Amritsar FSTP,1500,New,Counter,CASH,20/04/2021 11:55:39,20/04/2021 11:55:39,20/04/2021 11:56:58,N/A,20/04/2021 11:59:20,20/04/2021 11:58:32,N/A,N/A,20/04/2021 12:03:39,,,,,,2,N/A
777,107-FSM-2021-04-20-000598,Citizen feedback pending,Residential,Apartment,Septic tank with soak pit,111,M G road,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Counter,Y.S.R Cleaners,,,No,TS 09 PA 2584,Bolero Pickup,5000,5000,5000,01/01/1970 05:30:00,23/04/2021 17:11:00,Amritsar FSTP,1500,New,Counter,CASH,20/04/2021 12:05:11,20/04/2021 12:05:11,20/04/2021 12:06:51,N/A,20/04/2021 12:09:20,20/04/2021 12:08:47,N/A,N/A,20/04/2021 12:09:50,,,,,,2,N/A
778,107-FSM-2021-04-20-000599,Pending for DSO Assignment,Residential,Apartment,Septic tank with soak pit,111,M G road,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada Parbatia Sahi,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,New,Counter,CASH,20/04/2021 12:18:31,20/04/2021 12:18:31,20/04/2021 12:20:01,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
779,107-FSM-2021-04-20-000601,Pending for DSO Assignment,Residential,Apartment,Septic tank with soak pit,N/A,M G road,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,New,Counter,CASH,20/04/2021 12:23:56,20/04/2021 12:23:56,20/04/2021 12:25:04,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
780,107-FSM-2021-04-20-000600,Pending for DSO Assignment,Residential,Apartment,Conventional Spectic tank,N/A,M G road,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,New,Counter,CASH,20/04/2021 12:23:01,20/04/2021 12:23:01,20/04/2021 12:25:42,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
781,107-FSM-2021-04-20-000602,Pending for DSO Assignment,Residential,Apartment,Septic tank with soak pit,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,New,Counter,CASH,20/04/2021 12:27:18,20/04/2021 12:27:18,20/04/2021 12:28:24,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
782,107-FSM-2021-04-20-000603,Pending for DSO Assignment,Residential,Apartment,Conventional Spectic tank,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,New,Counter,CASH,20/04/2021 12:31:38,20/04/2021 12:31:38,20/04/2021 12:35:45,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
783,107-FSM-2021-04-20-000604,Pending for DSO Assignment,Residential,Apartment,Septic tank with soak pit,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,New,Counter,CASH,20/04/2021 12:32:39,20/04/2021 12:32:39,20/04/2021 12:36:21,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
784,107-FSM-2021-04-20-000605,Pending for DSO Assignment,Residential,Apartment,Conventional Spectic tank,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,New,Counter,CASH,20/04/2021 12:33:31,20/04/2021 12:33:31,20/04/2021 12:36:44,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
785,107-FSM-2021-04-20-000606,Pending for DSO Assignment,Residential,Apartment,Septic tank with soak pit,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,New,Counter,CASH,20/04/2021 12:34:26,20/04/2021 12:34:26,20/04/2021 12:37:08,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
786,107-FSM-2021-04-15-000566,Pending for DSO Assignment,Residential,Apartment,Conventional Spectic tank,202,Peninsula corporate park,Amritsar,143004,Back Side Civil Courts Colony - Area1,Amritsar,Punjab,Haridakhandi Bada Sahi,Counter,N/A,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,1500,Deposited,Online,ONLINE,15/04/2021 18:25:42,15/04/2021 18:25:42,20/04/2021 12:48:32,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
787,107-FSM-2021-04-20-000613,Pending for DSO Assignment,Residential,Apartment,N/A,123,Sarang Nagar P,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,20/04/2021 16:12:39,20/04/2021 16:13:23,20/04/2021 16:17:21,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
788,107-FSM-2021-04-20-000614,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,20/04/2021 16:19:54,20/04/2021 16:21:14,20/04/2021 16:23:08,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
789,107-FSM-2021-04-20-000615,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143003,Back Side 66 KVA Grid Patiala Road - Area2,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,20/04/2021 17:17:54,20/04/2021 17:20:44,20/04/2021 17:26:18,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
790,107-FSM-2021-03-03-000066,Cancelled,Residential,Apartment,Septic tank with soak pit,N/A,N/A,Amritsar,,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Online,Jayapriya tank cleaning,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,Deposited,Online,ONLINE,03/03/2021 10:37:27,05/03/2021 18:18:18,20/04/2021 17:44:50,N/A,N/A,05/05/2021 15:16:12,N/A,12/05/2021 12:46:22,N/A,,,,,,2,N/A
791,107-FSM-2021-03-03-000102,Pending for DSO Assignment,Residential,Apartment,Septic tank with soak pit,220,Bank road,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Online,N/A,74,31,Yes,N/A,TATA LPT709/34,0,0,0,N/A,N/A,,1500,New,Counter,CASH,03/03/2021 23:04:26,04/03/2021 22:07:31,20/04/2021 17:53:39,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
792,107-FSM-2021-03-04-000135,Pending for DSO Assignment,Residential,Apartment,Septic tank with soak pit,second,first,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,Deposited,Online,ONLINE,04/03/2021 17:00:42,04/03/2021 17:00:42,20/04/2021 18:00:45,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
793,107-FSM-2021-04-21-000620,Pending for DSO Assignment,Residential,Apartment,N/A,876,Sarang Nagar P,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,21/04/2021 13:11:06,21/04/2021 13:14:52,21/04/2021 13:19:04,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
794,107-FSM-2021-04-21-000621,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,21/04/2021 13:42:30,21/04/2021 13:43:26,21/04/2021 13:45:02,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
795,107-FSM-2021-04-21-000622,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,21/04/2021 15:21:26,21/04/2021 15:22:35,21/04/2021 15:23:48,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
796,107-FSM-2021-03-04-000115,Pending for DSO Approval,Residential,Apartment,Septic tank with soak pit,34,ram street 1st cross,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada Parbatia Sahi,Online,Jayapriya tank cleaning,74,31,Yes,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,New,Counter,CASH,04/03/2021 10:06:00,05/03/2021 18:14:31,21/04/2021 15:35:14,N/A,N/A,05/05/2021 22:49:52,N/A,N/A,N/A,,,,,,2,N/A
797,107-FSM-2021-03-05-000153,Pending for DSO Assignment,Residential,Apartment,Septic tank with soak pit,N/A,N/A,N/A,,Ajit Nagar - Area1,N/A,Punjab,,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,New,Counter,CASH,05/03/2021 08:07:32,05/03/2021 08:07:32,21/04/2021 15:35:44,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
798,107-FSM-2021-03-05-000158,Pending for DSO Assignment,Residential,Apartment,Septic tank with soak pit,435,Street 23,Amritsar,143002,Back Side 33 KVA Grid Patiala Road - Area1,Amritsar,Punjab,Kathagada juanga sahi,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,New,Counter,CASH,05/03/2021 11:33:00,05/03/2021 11:33:00,21/04/2021 15:36:12,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
799,107-FSM-2021-04-20-000612,Pending for DSO Assignment,Residential,Apartment,Conventional Spectic tank,N/A,N/A,Amritsar,,Ajit Nagar - Area1,Amritsar,Punjab,,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,New,Counter,CASH,20/04/2021 16:06:00,20/04/2021 16:06:00,21/04/2021 15:36:35,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
800,107-FSM-2021-04-20-000619,Pending for DSO Assignment,Residential,Apartment,Septic tank with soak pit,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,New,Counter,CASH,20/04/2021 17:49:23,20/04/2021 17:53:16,21/04/2021 15:37:17,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
801,107-FSM-2021-04-20-000617,Pending for DSO Approval,Residential,Apartment,Conventional Spectic tank,N/A,N/A,Amritsar,,Back Side 66 KVA Grid Patiala Road - Area2,Amritsar,Punjab,,Counter,Y.S.R Cleaners,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,New,Counter,CASH,20/04/2021 17:46:50,20/04/2021 17:46:50,21/04/2021 15:39:46,N/A,N/A,27/04/2021 16:25:45,N/A,N/A,N/A,,,,,,2,N/A
802,107-FSM-2021-04-20-000608,Pending for DSO Assignment,Residential,Apartment,Septic tank with soak pit,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,Deposited,Online,ONLINE,20/04/2021 12:46:10,20/04/2021 12:46:10,21/04/2021 15:42:40,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
803,107-FSM-2021-04-21-000624,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,New,Counter,CASH,21/04/2021 17:42:18,21/04/2021 17:43:15,21/04/2021 17:43:50,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
804,107-FSM-2021-03-25-000319,Pending for DSO Approval,Residential,Apartment,Conventional Spectic tank,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Counter,Jayapriya tank cleaning,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,New,Counter,CASH,25/03/2021 20:55:36,25/03/2021 20:55:36,21/04/2021 17:50:09,N/A,N/A,05/05/2021 18:02:03,N/A,N/A,N/A,,,,,,2,N/A
805,107-FSM-2021-03-25-000320,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143003,Back Side 66 KVA Grid Patiala Road - Area2,Amritsar,Punjab,Kathagada juanga sahi,Online,N/A,74,31,Yes,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,New,Counter,CASH,25/03/2021 20:56:09,25/03/2021 20:57:45,21/04/2021 17:53:27,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
806,107-FSM-2021-04-21-000625,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,21/04/2021 18:00:27,21/04/2021 18:02:32,21/04/2021 18:04:58,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
807,107-FSM-2021-04-15-000564,Pending for DSO Assignment,Residential,Apartment,Septic tank with soak pit,202,Peninsula corporate park,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Haridakhandi Harijana sahi,Telephone,N/A,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,1500,New,Counter,CASH,15/04/2021 17:53:25,15/04/2021 17:53:25,21/04/2021 18:06:12,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
808,107-FSM-2021-04-15-000565,Pending for DSO Assignment,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,2220,New,Counter,CASH,15/04/2021 18:14:39,15/04/2021 18:17:12,21/04/2021 18:08:42,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
809,107-FSM-2021-04-21-000626,Pending for DSO Assignment,Residential,Apartment,N/A,12,Sarang Nagar Z,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,21/04/2021 18:18:08,21/04/2021 18:19:04,21/04/2021 18:20:46,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
810,107-FSM-2021-04-20-000592,Pending for DSO Assignment,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Telephone,N/A,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,2220,Deposited,Online,ONLINE,20/04/2021 08:23:12,20/04/2021 08:23:12,21/04/2021 18:33:37,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
811,107-FSM-2021-04-19-000573,Pending for DSO Assignment,Residential,Apartment,Septic tank with soak pit,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Telephone,N/A,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,3000,New,Counter,CASH,19/04/2021 16:46:24,19/04/2021 16:46:24,21/04/2021 18:49:59,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
812,107-FSM-2021-04-19-000576,Pending for DSO Assignment,Residential,Apartment,Septic tank with soak pit,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada Parbatia Sahi,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,New,Counter,CASH,19/04/2021 18:09:35,19/04/2021 18:09:35,21/04/2021 18:54:21,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
813,107-FSM-2021-04-21-000627,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,21/04/2021 19:04:46,21/04/2021 19:05:38,21/04/2021 19:09:29,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
814,107-FSM-2021-04-21-000628,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,Deposited,Online,ONLINE,21/04/2021 19:10:09,21/04/2021 19:11:14,21/04/2021 19:12:10,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
815,107-FSM-2021-04-22-000629,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,New,Counter,CASH,22/04/2021 08:33:06,22/04/2021 08:34:25,22/04/2021 09:45:01,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
816,107-FSM-2021-04-22-000630,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,N/A,Amritsar,143001,Ajit Nagar - Area1,Amritsar,Punjab,,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,3200,New,Counter,CASH,22/04/2021 09:41:32,22/04/2021 09:43:51,22/04/2021 10:17:35,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
817,107-FSM-2021-04-19-000572,Pending for DSO Assignment,Residential,Apartment,Conventional Spectic tank,N/A,N/A,Amritsar,,Ajit Nagar - Area1,Amritsar,Punjab,Kathagada juanga sahi,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,1500,New,Counter,CASH,19/04/2021 16:43:22,19/04/2021 16:43:22,22/04/2021 11:21:42,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
